,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Opremljenost in stanje,Število parkirnih mest,Leto zadnje prenove,Energetski razred,Interna številka oglasa,Balkon / terasa / atrij,Zunanje površine in oprema,Možnost menjave
242,6520120,14.03.2021dne11:13,"
14dni,22h,55min.
",1405-krat,"

116.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,7.,8,3-sobno,"78,00 m²",,1979,Popolnoma opremljeno,1,,,,Zaprt balkon,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
243,3174984,14.03.2021dne08:50,"
14dni,20h,32min.
",2306-krat,"

99.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Mansarda,5,,"200,00 m²",,1945,,,2018,,,,,
244,1448717,14.03.2021dne08:23,"
14dni,20h,5min.
",1480-krat,"

159.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,Mansarda,3,3-sobno,"100,00 m²",,1950,,,2013,EI v izdelavi,,,,
245,1452932,14.03.2021dne08:20,"
14dni,20h,2min.
",3667-krat,"

98.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,5.,,,"194,00 m²",,1919,,,,EI ni potrebna (334. člen EZ-1),,,,
246,6515431,14.03.2021dne00:15,"
doprodaje",181-krat,"

90.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,Mansarda,2,3-sobno,"96,00 m²","96,00 m²",1700,,,2020,,PS00491JP,,,
247,6515122,14.03.2021dne00:12,"
doprodaje",519-krat,"

120.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,2-sobno,"62,00 m²","62,00 m²",2008,Popolnoma opremljeno,,,,943,,,
248,6514832,13.03.2021dne21:27,"
14dni,9h,9min.
",50-krat,"

210.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Vir",V večstanovanjski stavbi,1.,1,"2,5-sobno","70,00 m²","110,00 m²",2020,Neopremljeno,,,A1 (0 - 10 kWh/m2a),,"Balkon, Terasa",Vrt/dvorišče,
249,6514758,13.03.2021dne20:59,"
14dni,8h,41min.
",501-krat,"

49.104 €
",Skupna cena,Prodam,"Pomurska, Moravske Toplice, Moravske Toplice",V večstanovanjski stavbi,1.,2,Apartma,"26,09 m²","30,69 m²",1995,Popolnoma opremljeno,,2015,C (35 - 60 kWh/m2a),,Balkon,Vrt/dvorišče,
250,6078810,13.03.2021dne18:30,"
14dni,6h,12min.
",1915-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,Klet,2,,"49,00 m²",,1994,Delno opremljeno,,,F (150 - 210 kWh/m2a),,,Lopa za shranjevanje,
251,3211042,13.03.2021dne15:53,"
14dni,3h,35min.
",555-krat,"

199.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,1.,,3-sobno,"118,00 m²","85,00 m²",2009,Popolnoma opremljeno,,,,,"Balkon, Terasa",,Menjava za drugo nepremičnino ni možna
252,6281325,13.03.2021dne13:01,"
14dni,0h,43min.
",270-krat,"

140.000 €
",Skupna cena,Prodam,"Primorsko-notranjska, Postojna, Postojna",V večstanovanjski stavbi,Visoko pritličje,,4-sobno,,"115,00 m²",1959,Potrebno obnove,,,D (101 do 150 kWh/m2a) - HR,,Balkon,,
253,6512199,13.03.2021dne12:12,"
13dni,23h,54min.
",305-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Topniška",V večstanovanjski stavbi,3.,3,3-sobno,"75,00 m²",,1952,,,2001,E (105 - 150 kWh/m2a),,Balkon,,
254,6507401,13.03.2021dne00:16,"
doprodaje",339-krat,"

105.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,,3,"2,5-sobno","45,40 m²","53,20 m²",2006,Popolnoma opremljeno,2,2018,C (35 - 60 kWh/m2a),100108-484,,,Menjava za drugo nepremičnino ni možna
255,1452622,12.03.2021dne21:06,"
13dni,8h,48min.
",811-krat,"

389.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,1.,,3-sobno,"77,20 m²",,1981,,,2013,,,Balkon,,
256,4465526,12.03.2021dne20:38,"
13dni,8h,20min.
",1098-krat,"

40.000 €
",Skupna cena,Prodam,"Koroška, Podvelka, Podvelka",V večstanovanjski stavbi,1.,1,"4,5-sobno","61,90 m²","61,90 m²",1800,Potrebno obnove,,1950,,,,,
257,2611516,12.03.2021dne20:37,"
13dni,8h,19min.
",1610-krat,"

14.000 €
",Skupna cena,Prodam,"Koroška, Podvelka, Podvelka",V večstanovanjski stavbi,Mansarda,,1-sobno,"24,50 m²",,,,,1950,,,,,
258,1470990,12.03.2021dne17:21,"
13dni,5h,2min.
",3527-krat,"

60.000 €
",Skupna cena,Prodam,"Pomurska, Lendava, Lendava",V večstanovanjski stavbi,Klet,,Garsonjera,"75,00 m²",,,,,2014,EI ni potrebna (334. člen EZ-1),,Terasa,,
259,2777351,12.03.2021dne16:16,"
13dni,3h,58min.
",6198-krat,"

120.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V hiši,,,3-sobno,"89,00 m²","122,00 m²",1983,,,2009,,,"Balkon, Terasa",,
260,6505505,12.03.2021dne15:51,"
doprodaje",646-krat,"

149.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,8.,10,4-sobno,"79,40 m²","83,40 m²",1971,,,2011,,GALEA 2021/391,Zaprt balkon,,
261,6504897,12.03.2021dne13:28,"
doprodaje",409-krat,"

168.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,4.,4,2-sobno,"56,20 m²",,1972,,,,C (35 - 60 kWh/m2a),,Balkon,,
262,1447252,12.03.2021dne13:05,"
13dni,0h,47min.
",1510-krat,"

140.000 €
",Skupna cena,Prodam,"Savinjska, Prebold, Prebold",V večstanovanjski stavbi,Pritličje,2,6 in večsobno,"130,00 m²",,1900,,,2017,EI ni potrebna (334. člen EZ-1),,Terasa,,
263,1450839,12.03.2021dne12:59,"
13dni,0h,41min.
",3185-krat,"

45.000 €
",Skupna cena,Prodam,"Savinjska, Prebold, Prebold",V večstanovanjski stavbi,Pritličje,2,1-sobno,"31,00 m²","31,00 m²",1900,,,2017,EI ni potrebna (334. člen EZ-1),,Terasa,,Menjava za drugo nepremičnino ni možna
264,6504624,12.03.2021dne12:24,"
doprodaje",489-krat,"

145.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,2.,8,3-sobno,"73,00 m²",,1981,,,,,GALEA 2021/395,Zaprt balkon,,
265,6504510,12.03.2021dne12:01,"
doprodaje",140-krat,"

230.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ivančna Gorica, Ivančna Gorica",V hiši,2.,2,"2,5-sobno","97,40 m²",,2019,Popolnoma opremljeno,,,B1 (15 - 25 kWh/m2a),1053,Terasa,,
266,4237101,12.03.2021dne11:35,"
25dni,6h,16min.
",4226-krat,"

1.690 €
",Cena na m²,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,3,3-sobno,"70,00 m²","68,00 m²",1958,,1,2019,D (60 - 105 kWh/m2a),,Balkon,Vrt/dvorišče,Možna menjava za drugo nepremičnino
267,6504368,12.03.2021dne11:29,"
doprodaje",308-krat,"

115.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",V večstanovanjski stavbi,3.,10,1-sobno,"39,00 m²","44,00 m²",1982,Delno opremljeno,,,EI v izdelavi,1054,Zaprt balkon,,
268,6504340,12.03.2021dne11:19,"
doprodaje",792-krat,"

110.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Savinja",V večstanovanjski stavbi,Mansarda,3,3-sobno,,"107,90 m²",1860,Neopremljeno,,,EI ni potrebna (334. člen EZ-1),,,,Menjava za drugo nepremičnino ni možna
269,6259169,12.03.2021dne11:13,"
12dni,22h,55min.
",756-krat,"

30.000 €
",Skupna cena,Prodam,"Pomurska, Šalovci, Šalovci",V večstanovanjski stavbi,2.,2,2-sobno,"58,00 m²","58,00 m²",1996,Neopremljeno,brez pripadajočega parkirišča,2014,EI ni potrebna (334. člen EZ-1),,,,
270,6504276,12.03.2021dne11:00,"
doprodaje",93-krat,"

104.585 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"67,91 m²",,2021,,,,EI v izdelavi,GALEA 2021/409,Balkon,,
271,6504227,12.03.2021dne10:48,"
doprodaje",80-krat,"

123.533 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,3-sobno,"151,16 m²",,2021,,,,EI v izdelavi,GALEA 2021/396,"Balkon, Atrij",,
272,6504189,12.03.2021dne10:42,"
doprodaje",116-krat,"

92.177 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,2-sobno,"95,79 m²",,2021,,,,EI v izdelavi,GALEA 2021/397,"Balkon, Atrij",,
273,6504165,12.03.2021dne10:36,"
doprodaje",42-krat,"

121.375 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,2-sobno,"79,89 m²",,2021,,,,EI v izdelavi,GALEA 2021/399,Balkon,,
274,3627520,12.03.2021dne10:30,"
12dni,22h,12min.
",29492-krat,"

190.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,2.,4,4-sobno,"100,00 m²",,2010,Popolnoma opremljeno,1,2020,,,"Balkon, Loža",Vrt/dvorišče,
275,6504103,12.03.2021dne10:22,"
doprodaje",60-krat,"

111.158 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"72,28 m²",,2021,,,,EI v izdelavi,GALEA 2021/401,Balkon,,
276,6504057,12.03.2021dne10:12,"
doprodaje",42-krat,"

101.520 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"66,30 m²",,2021,,,,,GALEA 2021/402,Balkon,,
277,6503993,12.03.2021dne10:01,"
doprodaje",69-krat,"

89.017 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,2-sobno,"58,99 m²",,2021,,,,,GALEA 2021/400,Balkon,,
278,6503966,12.03.2021dne09:55,"
doprodaje",52-krat,"

115.517 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"72,77 m²",,2021,,,,EI v izdelavi,GALEA 2021/407,Balkon,,
279,6503941,12.03.2021dne09:48,"
doprodaje",33-krat,"

119.581 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"77,63 m²",,2021,,,,EI v izdelavi,GALEA 2021/404,Balkon,,
280,6503912,12.03.2021dne09:41,"
doprodaje",44-krat,"

111.229 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"72,37 m²",,2021,,,,,GALEA 2021/406,Balkon,,
281,6503885,12.03.2021dne09:35,"
doprodaje",48-krat,"

90.633 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,2-sobno,"57,22 m²",,2021,,,,EI v izdelavi,GALEA 2021/410,Balkon,,
282,6503868,12.03.2021dne09:30,"
doprodaje",37-krat,"

108.478 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"68,19 m²",,2021,,,,EI v izdelavi,GALEA 2021/412,Balkon,,
283,6503835,12.03.2021dne09:20,"
doprodaje",38-krat,"

104.906 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"66,16 m²",,2021,,,,EI v izdelavi,GALEA 2021/411,Balkon,,
284,3783835,12.03.2021dne09:00,"
12dni,20h,42min.
",3063-krat,"

139.999 €
",Skupna cena,Prodam,"Savinjska, Braslovče, Gomilsko",V večstanovanjski stavbi,,2,4-sobno,"106,20 m²",,,Neopremljeno,,2020,,,,,
285,6503678,12.03.2021dne08:41,"
doprodaje",36-krat,"

101.028 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"65,67 m²",,2021,,,,EI v izdelavi,GALEA 2021/414,Balkon,,
286,6500468,12.03.2021dne00:23,"
doprodaje",520-krat,"

75.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,6.,14,1-sobno,"37,00 m²","37,00 m²",1975,Popolnoma opremljeno,,2008,,PS38621907BM,,,
287,6500348,12.03.2021dne00:19,"
doprodaje",182-krat,"

110.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Pritličje,10,1-sobno,"59,00 m²","59,00 m²",1968,Popolnoma opremljeno,brez pripadajočega parkirišča,,,PS4646638DP,,,
288,6500347,12.03.2021dne00:19,"
doprodaje",287-krat,"

175.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,3.,3,3-sobno,"80,00 m²","80,00 m²",1800,Delno opremljeno,,2010,,PS4646642PB,,,
289,6499894,12.03.2021dne00:15,"
doprodaje",30-krat,"

487.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Pula",V večstanovanjski stavbi,,3,6 in večsobno,"384,00 m²","384,00 m²",1888,Delno opremljeno,brez pripadajočega parkirišča,2021,D (101 do 150 kWh/m2a) - HR,107209-56,"Balkon, Terasa",,Menjava za drugo nepremičnino ni možna
290,6497972,11.03.2021dne16:07,"
doprodaje",435-krat,"

119.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,,,2-sobno,"57,00 m²",,1965,,,,E (105 - 150 kWh/m2a),,,,
291,6497900,11.03.2021dne15:47,"
doprodaje",105-krat,"

88.104 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,2-sobno,"57,93 m²",,2021,,,,EI v izdelavi,GALEA 2021/405,Balkon,,
292,6497871,11.03.2021dne15:42,"
doprodaje",28-krat,"

104.918 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"68,26 m²",,2021,,,,EI v izdelavi,GALEA 2021/403,Balkon,,
293,6497843,11.03.2021dne15:35,"
doprodaje",52-krat,"

115.557 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,3-sobno,"68,31 m²",,2021,,,,EI v izdelavi,GALEA 2021/398,"Balkon, Atrij",,
294,6497711,11.03.2021dne15:02,"
12dni,2h,43min.
",315-krat,"

43.000 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Trčova",V večstanovanjski stavbi,Mansarda,1,Garsonjera,"22,10 m²","22,10 m²",2000,Popolnoma opremljeno,,,D (101 do 150 kWh/m2a) - HR,,,,Menjava za drugo nepremičnino ni možna
295,1448407,11.03.2021dne13:48,"
12dni,1h,30min.
",461-krat,"

99.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Brtonigla",V večstanovanjski stavbi,1.,1,3-sobno,"72,00 m²",,2008,Popolnoma opremljeno,1,,A (16 do 25 kWh/m2a) - HR,,Terasa,,Možna menjava za drugo nepremičnino
296,6497324,11.03.2021dne13:37,"
doprodaje",147-krat,"

299.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,4.,4,3-sobno,"97,80 m²",,1938,,,,,J3,,,
297,6496561,11.03.2021dne10:46,"
11dni,22h,27min.
",398-krat,"
podogovoru",Skupna cena,Prodam,"Podravska, Maribor, Melje",V večstanovanjski stavbi,2.,2,5-sobno,"150,00 m²","150,00 m²",1900,,,,,,,,
298,5351927,11.03.2021dne10:29,"
26dni,20h,28min.
",424-krat,"

89.000 €
",Skupna cena,Prodam,"Podravska, Oplotnica, Oplotnica",,1.,3,2-sobno,,,2006,,2,,,,Balkon,,
299,6496472,11.03.2021dne10:28,"
11dni,22h,9min.
",2175-krat,"

90.000 €
",Skupna cena,Prodam,"Savinjska, Dobrna, Vinska Gorica",V večstanovanjski stavbi,3.,3,2-sobno,"62,60 m²",,1860,Popolnoma opremljeno,,2017,,,,Vrt/dvorišče,
300,3952649,11.03.2021dne09:52,"
11dni,21h,33min.
",2673-krat,"
podogovoru",Skupna cena,Prodam,"Podravska, Oplotnica, Oplotnica",V večstanovanjski stavbi,Pritličje,1,2-sobno,"60,00 m²","60,00 m²",,Delno opremljeno,,,,,,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
301,6492699,11.03.2021dne00:20,"
doprodaje",156-krat,"

420.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,3.,4,4-sobno,"94,00 m²","94,00 m²",1900,Popolnoma opremljeno,,2017,,PS4646640MM,,,
302,6492480,11.03.2021dne00:17,"
doprodaje",114-krat,"

295.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,,2,3-sobno,"65,30 m²","77,80 m²",2009,Popolnoma opremljeno,2,,EI v izdelavi,101108-483,Terasa,,Menjava za drugo nepremičnino ni možna
303,6492260,11.03.2021dne00:16,"
doprodaje",36-krat,"

365.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Pula",V večstanovanjski stavbi,,3,6 in večsobno,"267,00 m²","267,00 m²",1888,Delno opremljeno,brez pripadajočega parkirišča,2021,D (101 do 150 kWh/m2a) - HR,107209-55,"Balkon, Terasa",,Menjava za drugo nepremičnino ni možna
304,6492171,11.03.2021dne00:13,"
doprodaje",1165-krat,"

74.270 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,Pritličje,1,2-sobno,"133,00 m²","133,00 m²",1880,Delno opremljeno,brez pripadajočega parkirišča,2010,,PS38621906PV,,,
305,6492170,11.03.2021dne00:13,"
doprodaje",1788-krat,"

33.450 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,1.,1,1-sobno,"106,00 m²","106,00 m²",1880,Neopremljeno,brez pripadajočega parkirišča,2016,,PS38621905PV,,,
306,6492129,11.03.2021dne00:12,"
doprodaje",215-krat,"

600.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,1.,4,,"125,00 m²","125,00 m²",1897,Popolnoma opremljeno,,2018,,KODA: P1283CE,,,
307,6491663,10.03.2021dne20:42,"
11dni,8h,23min.
",216-krat,"

110.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Litija, Litija",,2.,3,"2,5-sobno","45,00 m²","73,00 m²",1924,Popolnoma opremljeno,,2018,EI v izdelavi,,,,Menjava za drugo nepremičnino ni možna
308,6491145,10.03.2021dne18:54,"
doprodaje",243-krat,"

120.000 €
",Skupna cena,Prodam,"Zasavska, Trbovlje, Trbovlje",V hiši,Pritličje,1,3-sobno,"138,90 m²","138,90 m²",1999,,,1999,F (201 do 250 kWh/m2a) - HR,,,,
309,4883785,10.03.2021dne18:24,"
11dni,6h,5min.
",818-krat,"
podogovoru",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V hiši,Visoko pritličje,1,3-sobno,"70,00 m²","70,00 m²",1985,,,2015,C (35 - 60 kWh/m2a),,,,Možna menjava za drugo nepremičnino
310,6490203,10.03.2021dne15:09,"
doprodaje",951-krat,"

99.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,2.,16,"2,5-sobno","71,20 m²","65,10 m²",1978,,,2004,EI v izdelavi,GALEA 2021/389,,,
311,1454737,10.03.2021dne15:03,"
11dni,2h,44min.
",3463-krat,"

900 €
",Skupna cena,Prodam,"Savinjska, Šoštanj, Gaberke",V večstanovanjski stavbi,1.,,3-sobno,"85,00 m²",,1930,,,2014,EI v izdelavi,,,,
312,6490027,10.03.2021dne14:30,"
11dni,2h,11min.
",72-krat,"

162.800 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Liško-senjska, Novalja",V večstanovanjski stavbi,2.,2,3-sobno,"74,00 m²",,2014,Popolnoma opremljeno,2,,B2 (25 - 35 kWh/m2a),,Terasa,,
313,3506600,10.03.2021dne12:06,"
10dni,23h,47min.
",2107-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Starše, Starše",V večstanovanjski stavbi,1.,1,4-sobno,"111,00 m²","111,00 m²",2019,Neopremljeno,2,,,,,,
314,6488809,10.03.2021dne09:26,"
10dni,21h,6min.
",239-krat,"

89.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Pag",V večstanovanjski stavbi,2.,2,2-sobno,"56,00 m²",,,Popolnoma opremljeno,1,,B2 (25 - 35 kWh/m2a),,,,
315,6488761,10.03.2021dne09:15,"
10dni,20h,56min.
",78-krat,"

338.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Liško-senjska, Novalja",V večstanovanjski stavbi,2.,2,4-sobno,"121,00 m²",,2020,Neopremljeno,1,,A1 (0 - 10 kWh/m2a),,Terasa,,Menjava za drugo nepremičnino ni možna
316,6485386,10.03.2021dne00:20,"
doprodaje",103-krat,"

128.461 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,3-sobno,"151,00 m²","151,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646466MR - 1,,,
317,6485385,10.03.2021dne00:20,"
doprodaje",93-krat,"

97.105 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,2-sobno,"95,00 m²","95,00 m²",2021,,,,,PS4646465MR - 2,,,
318,6485383,10.03.2021dne00:20,"
doprodaje",65-krat,"

120.485 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,3-sobno,"142,00 m²","142,00 m²",2021,,,,,PS4646464MR - 3,,,
319,6485381,10.03.2021dne00:20,"
doprodaje",56-krat,"

126.303 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"79,00 m²","79,00 m²",2021,,,,,PS4646463MR - 4,,,
320,6485379,10.03.2021dne00:20,"
doprodaje",71-krat,"

93.944 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,2-sobno,"58,00 m²","58,00 m²",2021,,,,,PS4646462MR - 5,,,
321,6485377,10.03.2021dne00:20,"
doprodaje",52-krat,"

116.085 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"72,00 m²","72,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646461MR - 6,,,
322,6485375,10.03.2021dne00:20,"
doprodaje",39-krat,"

106.448 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"66,00 m²","66,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646460MR - 7,,,
323,6485373,10.03.2021dne00:20,"
doprodaje",37-krat,"

109.512 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"67,00 m²","67,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646459MR - 8,,,
324,6485371,10.03.2021dne00:20,"
doprodaje",42-krat,"

124.508 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"77,00 m²","77,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646458MR - 9,,,
325,6485369,10.03.2021dne00:20,"
doprodaje",52-krat,"

93.031 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,2-sobno,"57,00 m²","57,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646457MR - 10,,,
326,6485368,10.03.2021dne00:20,"
doprodaje",45-krat,"

116.157 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"72,00 m²","72,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646456MR - 11,,,
327,6485365,10.03.2021dne00:20,"
doprodaje",66-krat,"

105.956 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"65,00 m²","65,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646455MR - 12,,,
328,6485363,10.03.2021dne00:20,"
doprodaje",39-krat,"

109.846 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"68,00 m²","68,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646454MR - 13,,,
329,6485361,10.03.2021dne00:20,"
doprodaje",44-krat,"

95.560 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,2-sobno,"57,00 m²","57,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646452MR - 15,,,
330,6485359,10.03.2021dne00:20,"
doprodaje",37-krat,"

120.444 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"72,00 m²","72,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646451MR - 16,,,
331,6485357,10.03.2021dne00:20,"
doprodaje",37-krat,"

109.833 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"66,00 m²","66,00 m²",2021,,brez pripadajočega parkirišča,,,PS4646450MR - 17,,,
332,6485356,10.03.2021dne00:20,"
doprodaje",42-krat,"

113.406 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"68,00 m²","68,00 m²",2021,,,,,PS4646449MR - 18,,,
333,6485349,10.03.2021dne00:20,"
doprodaje",109-krat,"

600.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,3.,,5-sobno,"154,00 m²","154,00 m²",2008,,1,,,PS4646626KM,,,
334,6484761,10.03.2021dne00:15,"
doprodaje",56-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,3,4-sobno,"117,69 m²","177,47 m²",2021,Neopremljeno,2,,,101179-302,Terasa,,Menjava za drugo nepremičnino ni možna
335,6484745,10.03.2021dne00:15,"
doprodaje",52-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,3,4-sobno,"117,69 m²","177,47 m²",2021,Neopremljeno,2,,,101179-304,Terasa,,Menjava za drugo nepremičnino ni možna
336,6484730,10.03.2021dne00:15,"
doprodaje",42-krat,"

488.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,1,4-sobno,"104,74 m²","170,85 m²",2021,Neopremljeno,2,,,101179-298,"Atrij, Terasa",Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
