,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Leto zadnje prenove,Opremljenost in stanje,Energetski razred,Možnost menjave,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Interna številka oglasa
904,4413257,20.11.2020dne14:26,"
doprodaje",1242-krat,"

94.900 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,,4,"3,5-sobno","67,00 m²","77,30 m²",1985,2010,Delno opremljeno,,Možna menjava za drugo nepremičnino,brez pripadajočega parkirišča,Balkon,,100181-175
905,4154949,20.11.2020dne14:18,"
doprodaje",807-krat,"

255.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,"87,60 m²","193,40 m²",2005,,Neopremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,2,Terasa,,100108-286
906,5322221,20.11.2020dne14:17,"
doprodaje",1149-krat,"

129.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,"2,5-sobno","93,00 m²","95,00 m²",1870,2011,,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Terasa,,100195-87
907,5318496,19.11.2020dne09:58,"
doprodaje",678-krat,"

267.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,2.,,3-sobno,"87,10 m²","97,40 m²",1892,2015,,C (35 - 60 kWh/m2a),,,Balkon,,
908,5318449,19.11.2020dne09:42,"
doprodaje",577-krat,"

249.999 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",,Visoko pritličje,,3-sobno,"78,20 m²",,1965,2014,,,,,,,
909,4887391,18.11.2020dne09:23,"
doprodaje",756-krat,"

108.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,4.,4,4-sobno,"96,00 m²","96,00 m²",1850,2012,Delno opremljeno,,,,,,PS4646067DL
910,4887166,18.11.2020dne09:22,"
doprodaje",1275-krat,"

49.900 €
",Skupna cena,Prodam,"Pomurska, Apače, Žepovci",V večstanovanjski stavbi,1.,2,2-sobno,"68,00 m²","68,00 m²",1860,2008,,,,2,,,PS4645290MR
911,4047896,15.11.2020dne16:40,"
doprodaje",10623-krat,"

109.870 €
",Skupna cena,Prodam,"Podravska, Sv. Ana v Slovenskih goricah, Krivi Vrh",V večstanovanjski stavbi,1.,3,4-sobno,"78,00 m²","96,00 m²",2019,,Neopremljeno,B1 (15 - 25 kWh/m2a),,,Balkon,,
912,5263903,14.11.2020dne00:16,"
doprodaje",364-krat,"

349.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,3.,6,,"99,00 m²","99,00 m²",2002,,Popolnoma opremljeno,,,,,,PS4646381SS
913,4810811,13.11.2020dne15:24,"
doprodaje",1019-krat,"

159.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,5,3-sobno,"116,00 m²","116,00 m²",1936,,Delno opremljeno,,,,,,PS38621836BM
914,5115649,12.11.2020dne15:41,"
doprodaje",858-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,2,3-sobno,"75,80 m²",,2020,,,Ni možno izdati,,,,,PE9415
915,4605164,10.11.2020dne14:34,"
doprodaje",2931-krat,"

98.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,4.,4,4-sobno,"90,00 m²",,1937,2000,Delno opremljeno,EI ni potrebna (334. člen EZ-1),,1,,,
916,4960168,07.11.2020dne00:13,"
doprodaje",691-krat,"

79.990 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,Pritličje,,3-sobno,"84,00 m²","84,00 m²",1961,2003,,,,1,,,PS4646368MR
917,4960166,07.11.2020dne00:13,"
doprodaje",480-krat,"

349.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,4.,4,5-sobno,"148,00 m²","148,00 m²",1993,2016,Delno opremljeno,,,brez pripadajočega parkirišča,,,PS4646346DS
918,4951098,06.11.2020dne00:15,"
doprodaje",331-krat,"

394.800 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,2,3-sobno,"81,80 m²","265,90 m²",2018,,Neopremljeno,A2 (10 - 15 kWh/m2a),Menjava za drugo nepremičnino ni možna,2,"Atrij, Terasa",Vrt/dvorišče,101216-7
919,4951022,06.11.2020dne00:14,"
doprodaje",319-krat,"

775.700 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,3,4-sobno,"121,40 m²","175,40 m²",2020,,Neopremljeno,A2 (10 - 15 kWh/m2a),Menjava za drugo nepremičnino ni možna,2,"Balkon, Terasa",,101216-6
920,4950856,06.11.2020dne00:13,"
doprodaje",927-krat,"

251.440 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,,,,"120,00 m²","120,00 m²",2010,2016,,,,,,,RE ID 42-054
921,4936577,03.11.2020dne21:00,"
doprodaje",189-krat,"

455.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,"102,80 m²",,1956,2016,,,,,Loža,,
922,4931104,03.11.2020dne00:12,"
doprodaje",137-krat,"

320.571 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"2,5-sobno","85,30 m²","89,60 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,101145-226
923,4931103,03.11.2020dne00:12,"
doprodaje",135-krat,"

320.571 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"2,5-sobno","88,20 m²","89,60 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,101145-207
924,4931099,03.11.2020dne00:11,"
doprodaje",119-krat,"

350.768 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"2,5-sobno","88,20 m²","92,70 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,101145-227
925,4917021,01.11.2020dne04:02,"
doprodaje",391-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,2.,2,3-sobno,"117,00 m²","117,00 m²",1973,2003,,,,1,,,PS4646354MR
926,4916962,01.11.2020dne04:02,"
doprodaje",230-krat,"

675.877 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,3,6 in večsobno,"133,10 m²","152,30 m²",2020,,Neopremljeno,A2 (10 - 15 kWh/m2a),Menjava za drugo nepremičnino ni možna,2,"Balkon, Zaprt balkon, Terasa",,101215-26
927,4908628,30.10.2020dne11:23,"
doprodaje",701-krat,"

139.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,2.,3,"3,5-sobno","78,40 m²","80,70 m²",1986,,Popolnoma opremljeno,,,,,,PS4646262KC
928,4901942,29.10.2020dne10:27,"
doprodaje",1169-krat,"

116.500 €
",Skupna cena,Prodam,"Koroška, Prevalje, Prevalje",V večstanovanjski stavbi,5.,7,4-sobno,"95,00 m²","103,00 m²",1975,2018,Neopremljeno,D (60 - 105 kWh/m2a),Možna menjava za drugo nepremičnino,brez pripadajočega parkirišča,Balkon,,
929,4898912,29.10.2020dne00:13,"
doprodaje",1840-krat,"

98.000 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",,,4,"2,5-sobno","57,40 m²","66,60 m²",1981,2012,Popolnoma opremljeno,C (35 - 60 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,111213-56
930,4891998,27.10.2020dne18:23,"
doprodaje",680-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,1.,2,3-sobno,"73,50 m²",,1957,2015,,,,,,,
931,4891960,27.10.2020dne18:16,"
doprodaje",444-krat,"

355.600 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,2.,2,"2,5-sobno","106,90 m²",,2017,,,,,,Terasa,,
932,4890765,27.10.2020dne14:43,"
doprodaje",968-krat,"

175.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, BS 3",,3.,4,"2,5-sobno","59,00 m²",,1977,2011,,EI v izdelavi,,,,,A56
933,3663151,27.10.2020dne10:25,"
doprodaje",1030-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",V večstanovanjski stavbi,2.,,2-sobno,"44,70 m²","51,40 m²",2009,,,B1 (15 - 25 kWh/m2a),,,Zaprt balkon,,396
934,4888880,27.10.2020dne09:40,"
doprodaje",9313-krat,"

59.990 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",V hiši,2.,2,3-sobno,"71,00 m²","82,00 m²",1986,2008,Delno opremljeno,E (105 - 150 kWh/m2a),,2,Balkon,,
935,4887731,27.10.2020dne00:16,"
doprodaje",502-krat,"

139.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,3,4-sobno,"80,00 m²","80,00 m²",1986,,Popolnoma opremljeno,,,,,,PS4646262KC
936,4887724,27.10.2020dne00:16,"
doprodaje",474-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,2.,2,2-sobno,"123,00 m²","123,00 m²",2010,2010,,,,1,,,PS4646121MR
937,4887721,27.10.2020dne00:16,"
doprodaje",190-krat,"

223.932 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,2.,3,4-sobno,"98,00 m²","98,00 m²",2020,,,,,,,,PS4646112BJ
938,4887710,27.10.2020dne00:16,"
doprodaje",234-krat,"

289.726 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,4.,4,4-sobno,"148,00 m²","148,00 m²",2020,,,,,,,,PS4646105BJ
939,4887689,27.10.2020dne00:16,"
doprodaje",303-krat,"

159.442 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,2-sobno,"159,00 m²","159,00 m²",2020,,,,,,,,PS4646098BJ
940,4887686,27.10.2020dne00:16,"
doprodaje",271-krat,"

156.119 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,2-sobno,"101,00 m²","101,00 m²",2020,,,,,,,,PS4646097BJ
941,4887663,27.10.2020dne00:16,"
doprodaje",598-krat,"

153.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,Pritličje,,5-sobno,"169,00 m²","169,00 m²",1940,2010,Delno opremljeno,,,1,,,PS4645614DS
942,4887660,27.10.2020dne00:16,"
doprodaje",429-krat,"

230.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,1.,2,4-sobno,"201,00 m²","201,00 m²",1926,1997,Delno opremljeno,,,,,,PH4645541-2DS
943,4887657,27.10.2020dne00:16,"
doprodaje",213-krat,"

126.500 €
",Skupna cena,Prodam,"Podravska, Starše, Prepolje",V večstanovanjski stavbi,1.,,4-sobno,"115,00 m²","115,00 m²",1900,2019,,,,,,,PS4645499DL
944,4887600,27.10.2020dne00:16,"
doprodaje",925-krat,"

129.226 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,1-sobno,"65,00 m²","65,00 m²",2020,,,,,,,,PS4646096BJ-2
945,4887184,27.10.2020dne00:15,"
doprodaje",1113-krat,"

80.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,11.,11,2-sobno,"58,00 m²","58,00 m²",1971,,Delno opremljeno,,,,,,PS4645303RD
946,4887160,27.10.2020dne00:15,"
doprodaje",1029-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,Pritličje,5,4-sobno,"131,00 m²","131,00 m²",2002,2020,,,,1,,,PS4644854DS
947,4886721,27.10.2020dne00:13,"
doprodaje",185-krat,"

257.522 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,2-sobno,"66,30 m²","70,20 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Terasa,,101179-264
948,4886719,27.10.2020dne00:13,"
doprodaje",198-krat,"

350.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Malinska-dubašnica",V večstanovanjski stavbi,,2,3-sobno,"104,00 m²","104,00 m²",2018,,Popolnoma opremljeno,A2 (10 - 15 kWh/m2a),Menjava za drugo nepremičnino ni možna,2,"Balkon, Terasa",Vrt/dvorišče,101215-23
949,4886718,27.10.2020dne00:13,"
doprodaje",128-krat,"

346.996 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,,"2,5-sobno","87,99 m²","91,60 m²",2021,,,,Menjava za drugo nepremičnino ni možna,2,Balkon,,101216-2
950,4886716,27.10.2020dne00:13,"
doprodaje",124-krat,"

346.653 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,"2,5-sobno","87,83 m²","91,43 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,Terasa,,101179-205
951,4883992,26.10.2020dne13:13,"
doprodaje",438-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Mansarda,3,3-sobno,"100,00 m²","100,00 m²",1936,2013,Delno opremljeno,EI v izdelavi,,2,Balkon,,PS133
952,4883924,26.10.2020dne13:02,"
doprodaje",1668-krat,"

37.200 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,4.,4,Garsonjera,"16,00 m²","19,30 m²",1958,2019,Delno opremljeno,,,,,,PS134
953,4883597,26.10.2020dne11:59,"
doprodaje",420-krat,"

200.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,12.,12,"2,5-sobno","65,80 m²",,,,,,,,Loža,,
954,4883570,26.10.2020dne11:54,"
doprodaje",447-krat,"

188.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,4.,13,"2,5-sobno","67,30 m²",,,,,,,,,,
955,4882946,26.10.2020dne10:05,"
doprodaje",14419-krat,"

181.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,4.,4,1-sobno,"40,40 m²",,1966,2018,,,,,,,
956,4874839,24.10.2020dne23:38,"
doprodaje",4997-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,4.,4,"1,5-sobno","37,50 m²","40,90 m²",1967,2015,Popolnoma opremljeno,EI v izdelavi,Možna menjava za drugo nepremičnino,,,,2012-1017
957,4863084,22.10.2020dne19:06,"
doprodaje",786-krat,"

189.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,2.,,3-sobno,"75,30 m²",,1964,2001,,,,,,,100573
958,4861855,22.10.2020dne13:28,"
doprodaje",778-krat,"

165.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,3,2-sobno,"184,00 m²","184,00 m²",1947,,,,,,,,5147
959,4856689,21.10.2020dne14:08,"
doprodaje",270-krat,"

290.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,,,"4,5-sobno",,"363,20 m²",2018,,,EI v izdelavi,,,,,100443
960,4856670,21.10.2020dne14:02,"
doprodaje",309-krat,"

250.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,,,4-sobno,,"437,80 m²",2018,,,EI v izdelavi,,,,,100442
961,4855312,21.10.2020dne08:59,"
doprodaje",417-krat,"

265.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,3.,3,3-sobno,,"72,10 m²",1905,2019,,,,,,,100330
962,4855242,21.10.2020dne08:40,"
doprodaje",897-krat,"

110.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",,Pritličje,1,Garsonjera,,"19,40 m²",1905,2011,,E (105 - 150 kWh/m2a),,1,,,100438
963,4855195,21.10.2020dne08:19,"
doprodaje",629-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",,3.,7,2-sobno,,"56,80 m²",1981,2015,,EI v izdelavi,,,,,100421
964,4853945,21.10.2020dne00:12,"
doprodaje",632-krat,"

103.264 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,,2,,"80,00 m²","80,00 m²",2016,2020,Delno opremljeno,,,brez pripadajočega parkirišča,,,PS38621844AS
965,4851916,20.10.2020dne15:20,"
doprodaje",251-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,"99,20 m²",1909,2020,,D (60 - 105 kWh/m2a),,,,,100452
966,4851430,20.10.2020dne13:40,"
doprodaje",229-krat,"

240.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Draveljska gmajna",,7.,10,3-sobno,,"82,50 m²",1983,2010,,D (60 - 105 kWh/m2a),,,,,100489
967,4851408,20.10.2020dne13:35,"
doprodaje",438-krat,"

190.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,4.,4,"2,5-sobno",,"64,40 m²",1960,2005,,D (60 - 105 kWh/m2a),,,,,100497
968,4851057,20.10.2020dne12:15,"
doprodaje",162-krat,"

430.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rožna dolina",,Visoko pritličje,2,3-sobno,"108,00 m²","146,40 m²",2004,2017,,C (35 - 60 kWh/m2a),,2,Terasa,,100504
969,4850862,20.10.2020dne11:34,"
doprodaje",225-krat,"

490.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,4.,4,4-sobno,"171,20 m²","258,10 m²",2006,2018,Popolnoma opremljeno,C (35 - 60 kWh/m2a),,1,"Balkon, Terasa",,100512
970,4850673,20.10.2020dne10:57,"
doprodaje",275-krat,"

265.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Draveljska gmajna",V večstanovanjski stavbi,5.,10,4-sobno,"88,40 m²","96,10 m²",1982,2018,Delno opremljeno,D (60 - 105 kWh/m2a),,1,Balkon,,100520
971,4850546,20.10.2020dne10:25,"
doprodaje",202-krat,"

550.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",V večstanovanjski stavbi,3.,3,6 in večsobno,,"181,50 m²",1910,2015,,EI v izdelavi,,,,,100507
972,4850495,20.10.2020dne10:14,"
doprodaje",1265-krat,"

189.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,2.,5,3-sobno,,"75,30 m²",1964,2001,Delno opremljeno,EI v izdelavi,,,,,100573
973,4826758,16.10.2020dne15:51,"
doprodaje",320-krat,"

255.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Dolgi most",,1.,,3-sobno,"130,20 m²",,1990,2000,,,,,,,J2
974,4824830,16.10.2020dne08:22,"
doprodaje",728-krat,"

288.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,1.,2,3-sobno,"121,40 m²",,2007,,,C (35 - 60 kWh/m2a),,,,,S021020D
975,4823064,16.10.2020dne00:13,"
doprodaje",2878-krat,"

63.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,2,,"50,00 m²","50,00 m²",1928,2010,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS38621839AS
976,4823032,16.10.2020dne00:12,"
doprodaje",478-krat,"

251.440 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,Pritličje,3,,"120,00 m²","120,00 m²",2010,,,,,,,,C-J3-P-S2
977,4814348,14.10.2020dne14:25,"
doprodaje",1080-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",,,,2-sobno,,"51,40 m²",2009,,,B1 (15 - 25 kWh/m2a),,,Zaprt balkon,,396
978,4812413,14.10.2020dne08:44,"
doprodaje",343-krat,"

600.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,1.,,3-sobno,"140,00 m²","140,00 m²",1939,2008,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS4646277ZM
979,4812411,14.10.2020dne08:44,"
doprodaje",295-krat,"

315.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,Pritličje,,3-sobno,"60,00 m²","60,00 m²",1928,2019,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS4646275ZM
980,4808572,13.10.2020dne15:36,"
doprodaje",327-krat,"

140.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Mali Lošinj",,Pritličje,2,2-sobno,"46,00 m²",,,2015,,EI v izdelavi,,,,,J1
981,4804789,13.10.2020dne00:11,"
doprodaje",1142-krat,"

166.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",,,,,"39,50 m²",,1973,,,,,,,,
982,2221096,11.10.2020dne21:24,"
doprodaje",780-krat,"

490.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,2.,,3-sobno,"93,00 m²",,2005,,,EI v izdelavi,,,,,
983,4786671,10.10.2020dne00:13,"
doprodaje",577-krat,"

148.263 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",V večstanovanjski stavbi,,3,3-sobno,"69,20 m²","72,20 m²",,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,1,"Balkon, Atrij",Vrt/dvorišče,111213-52
984,4786662,10.10.2020dne00:13,"
doprodaje",555-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,,11,"2,5-sobno","55,60 m²","62,30 m²",1977,2016,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,101179-257
985,4778702,09.10.2020dne00:10,"
doprodaje",1540-krat,"

69.000 €
",Skupna cena,Prodam,"Podravska, Rače, Rače",V večstanovanjski stavbi,1.,1,3-sobno,"77,00 m²","77,00 m²",1860,1995,Popolnoma opremljeno,,,,,,936
986,4774786,08.10.2020dne10:00,"
doprodaje",472-krat,"

165.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Mali Lošinj",V večstanovanjski stavbi,Pritličje,2,3-sobno,"65,00 m²","65,00 m²",1964,2019,Popolnoma opremljeno,A1 (0 - 10 kWh/m2a),Možna menjava za drugo nepremičnino,,"Terasa, Atrij","Vrt/dvorišče, Zimski vrt",
987,4772465,07.10.2020dne21:18,"
doprodaje",319-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",,Pritličje,,3-sobno,"88,20 m²",,1998,,,,,2,Terasa,,
988,4772438,07.10.2020dne21:14,"
doprodaje",160-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",,Visoko pritličje,,"3,5-sobno","129,70 m²",,1998,,,EI v izdelavi,,2,Terasa,,
989,4772406,07.10.2020dne21:07,"
doprodaje",404-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",,1.,,3-sobno,"111,50 m²",,1998,,,EI v izdelavi,,,,,
990,4772384,07.10.2020dne21:02,"
doprodaje",243-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",V večstanovanjski stavbi,1.,,3-sobno,"107,00 m²",,1998,,,EI v izdelavi,,2,,,
991,4770800,07.10.2020dne16:09,"
doprodaje",584-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Selnica ob Dravi, Zgornja Selnica",,2.,,"2,5-sobno",,"80,00 m²",2003,2020,,EI v izdelavi,,,,,PE9397
992,4770772,07.10.2020dne16:03,"
doprodaje",508-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Šentjur, Šentjur",V večstanovanjski stavbi,2.,3,3-sobno,,"75,00 m²",2009,,,EI v izdelavi,,,Atrij,Vrtna uta,733
993,4381161,07.10.2020dne14:38,"
doprodaje",240-krat,"

494.900 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,2.,5,,"93,00 m²","93,00 m²",2005,,Popolnoma opremljeno,,,,,,PS0072TA
994,4769972,07.10.2020dne13:10,"
doprodaje",1870-krat,"

67.000 €
",Skupna cena,Prodam,"Savinjska, Žalec, Kasaze",,Pritličje,2,3-sobno,"72,00 m²",,1952,,,,,,,,202036
995,4734969,01.10.2020dne15:04,"
doprodaje",289-krat,"

480.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,3.,3,Apartma,"124,50 m²","162,70 m²",,1990,,,,,Balkon,,S-94/2020
996,4731806,01.10.2020dne04:02,"
doprodaje",2090-krat,"

75.000 €
",Skupna cena,Prodam,"Podravska, Ruše, Ruše",,,,3-sobno,"65,70 m²",,1953,1989,,EI v izdelavi,,,,,8679
997,4716294,28.09.2020dne14:18,"
doprodaje",869-krat,"

139.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,Klet,4,1-sobno,"42,00 m²",,1900,2019,,,,,,,B225
998,4715092,28.09.2020dne11:21,"
doprodaje",1076-krat,"

289.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Novo mesto, Novo mesto",V hiši,1.,1,6 in večsobno,,"150,30 m²",1957,1995,,,,1,Balkon,,979
999,4690253,24.09.2020dne13:30,"
doprodaje",713-krat,"

98.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,3.,4,2-sobno,"55,00 m²","55,00 m²",1970,2015,Delno opremljeno,,,brez pripadajočega parkirišča,,,PS00665MN
1000,4690217,24.09.2020dne13:28,"
doprodaje",539-krat,"

258.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"82,00 m²","82,00 m²",2009,2020,,,,,,,RE ID 2017-005
1001,4690216,24.09.2020dne13:28,"
doprodaje",335-krat,"

426.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"197,00 m²","197,00 m²",2009,2020,,,,,,,RE ID 2017-001
